id,county,Math_2013,CR_2013,Writing_2013,Total_2013,income2013,freelunch_2013,dropout_2013,hispanic_percent,black_percent,white_percent,other_percent,state_code,geometry
96,Craven,500,479,452,1431,47291,47.2395583,2.33,8.728484931,29.03598884,53.52745085,8.708075379,NC,"{""type"": ""MultiPolygon"",""coordinates"": [[[[-77.11026055185297, 35.066195448433376], [-77.0008586056061, 35.05304633992802], [-76.91277288189752, 34.93663002313365], [-76.64670101527044, 34.906495250766476], [-76.6252691661161, 34.89080929845002], [-76.74986948506029, 34.848435044705916], [-77.04867368219986, 34.83135240368228], [-77.10920758294743, 34.830589381985455], [-77.10304290225477, 35.024420204797245], [-77.11026055185297, 35.066195448433376]]], [[[-77.26387102927227, 35.35027533164051], [-77.24398055750726, 35.354353190212656], [-77.24022714763409, 35.380148286392384], [-77.2108834747531, 35.395803881541724], [-77.19464021458042, 35.42311725050919], [-76.89726627516559, 35.251737262307415], [-76.94709761677818, 35.21715433609422], [-76.96627179408993, 35.188127134090145], [-76.97200204610792, 35.15693374617713], [-76.98955838326815, 35.154205693656486], [-76.94389405497957, 35.09988485857441], [-76.94291003725051, 35.07019456486558], [-77.0475521247461, 35.09231509692016], [-77.10434753518388, 35.08814549339418], [-77.11026055185297, 35.066195448433376], [-77.13079204680196, 35.06944174856452], [-77.14012314579696, 35.05439635319567], [-77.1789200197939, 35.053518896375735], [-77.20518907113042, 35.08821397833431], [-77.4230927130269, 35.1944679485169], [-77.47378431251835, 35.22735527671537], [-77.42933401189391, 35.26000130169816], [-77.44819487837516, 35.28583830734579], [-77.44989648565846, 35.30222237089766], [-77.41283965754208, 35.33138167320229], [-77.38584591949792, 35.32942462020054], [-77.35390049234445, 35.32371768000031], [-77.29348206280076, 35.37411353023061], [-77.26387102927227, 35.35027533164051]]]]}"
87,Cumberland,461,464,442,1367,43863,51.9584286,1.64,11.43640118,44.71891464,33.08759673,10.75708744,NC,"{""type"": ""Polygon"",""coordinates"": [[[-78.49901930389916, 34.85527701141015], [-78.51717055864826, 34.843699326636994], [-78.83140287940002, 34.84452295905996], [-78.8960114268693, 34.83106742966135], [-78.91230089624516, 34.82758811496083], [-78.92837662215432, 34.87996344934196], [-78.94823668494817, 34.902847469329714], [-79.03336020187785, 34.95398691474206], [-79.09406728352927, 35.03802109633051], [-79.10659360387254, 35.11938685184771], [-79.09692629666161, 35.17696844038793], [-79.09564435390176, 35.190125060479005], [-78.9123307871759, 35.222627277448325], [-78.88576463967324, 35.230096591070115], [-78.87432029849758, 35.24269652495343], [-78.81213156951432, 35.25888264527062], [-78.71580724219837, 35.260142312293496], [-78.61247683298124, 35.2439957184584], [-78.63502262439555, 35.211117145142595], [-78.63245122729015, 35.19746460498201], [-78.64496407858317, 35.18989240853791], [-78.63322144974845, 35.15388994803614], [-78.64537524724416, 35.102724030759646], [-78.65789566192694, 35.09378617622797], [-78.66615094643502, 35.07163445814166], [-78.63399053251788, 34.98453513514795], [-78.59320914937831, 34.943638695236785], [-78.5417231867462, 34.90804092789108], [-78.49901930389916, 34.85527701141015]]]}"
5,Currituck,504,490,460,1454,55665,30.7389937,1.84,4.343302991,5.201560468,80.0260078,10.42912874,NC,"{""type"": ""MultiPolygon"",""coordinates"": [[[[-76.00861916106211, 36.319753065533824], [-76.01699685851538, 36.33788769118625], [-76.03252330619442, 36.336132881154455], [-76.04360191085166, 36.35374868935196], [-76.0947362276641, 36.34907161345568], [-76.1605812339466, 36.39205440925102], [-76.15780427841273, 36.41284414733657], [-76.16794429748352, 36.42724048989534], [-76.32991656851596, 36.55620882183655], [-76.12705049957836, 36.55731577055118], [-76.04561118232516, 36.55710643042782], [-76.0328614311598, 36.51452755072795], [-76.09071737389287, 36.5037203474333], [-75.97572142025172, 36.43637017478504], [-75.96941132562036, 36.415275362711256], [-76.00125785886256, 36.41907057844425], [-75.95090075805375, 36.36562833987098], [-75.92776838950094, 36.42340098170864], [-75.92423452514689, 36.35110642432061], [-75.79968678730273, 36.11297895166534], [-75.79847980498795, 36.072982192507034], [-75.85479701233771, 36.10582890633859], [-75.91340592678395, 36.244960983600635], [-75.95715547416695, 36.259612409249584], [-75.94157603095559, 36.29449730120864], [-76.00861916106211, 36.319753065533824]]], [[[-76.02681921521635, 36.55687004859588], [-75.99831471597018, 36.55680534535063], [-75.91156475941843, 36.542684393065485], [-75.92445034077518, 36.47413158964176], [-75.97692757370187, 36.47817075059645], [-75.97593625160326, 36.51807939108368], [-76.02681921521635, 36.55687004859588]]], [[[-75.90163102403267, 36.55635231902578], [-75.87781106046445, 36.55602828475912], [-75.77278831688709, 36.22941826945322], [-75.78280607842481, 36.22535553766059], [-75.90163102403267, 36.55635231902578]]]]}"
61,Dare,523,501,480,1504,50393,38.5009216,0.68,11.56421181,2.901196997,81.37553256,4.159058633,NC,"{""type"": ""MultiPolygon"",""coordinates"": [[[[-75.78280607842481, 36.22535553766059], [-75.77278831688709, 36.22941826945322], [-75.54457867577747, 35.788538075098636], [-75.70235880852678, 36.05002802984989], [-75.74049207277857, 36.05048872317256], [-75.78280607842481, 36.22535553766059]]], [[[-75.89112184937687, 35.631437352326515], [-75.90765645546735, 35.665806276052805], [-76.02084449993629, 35.66925948151745], [-75.98749155703138, 35.892867784236444], [-75.81768107581233, 35.923684349566614], [-75.74858448538666, 35.86950789234244], [-75.72898898582218, 35.6653463597907], [-75.77867284133451, 35.578859671367354], [-75.89112184937687, 35.631437352326515]]], [[[-75.49082400704238, 35.670677927921204], [-75.53323276227674, 35.76903447590011], [-75.4565804490915, 35.61757744059608], [-75.52589358040201, 35.22809441675002], [-75.74889878049392, 35.19000176686515], [-75.69117172621095, 35.235164839268165], [-75.52108025988203, 35.281534790377876], [-75.4750202005362, 35.56467510372178], [-75.49082400704238, 35.670677927921204]]]]}"
46,Davidson,511,495,477,1483,41631,41.3090616,2.25,6.439412789,3.075391889,87.29037074,3.194824583,NC,"{""type"": ""Polygon"",""coordinates"": [[[-80.06417821819659, 35.50583809608992], [-80.18168283425139, 35.50525892692904], [-80.20898801818062, 35.57465157744007], [-80.25099601736594, 35.62494050413298], [-80.28555806655123, 35.63711321010308], [-80.32536859018778, 35.68329376564462], [-80.32606229807985, 35.714150634517466], [-80.37703602237004, 35.710824504361554], [-80.45655149301076, 35.745935261932544], [-80.45042478467899, 35.765016191973324], [-80.47266508767274, 35.78625631437772], [-80.4792034827059, 35.83341689873727], [-80.45757348310072, 35.82261373615769], [-80.44628160121312, 35.830822811462596], [-80.42584941460774, 35.83044510821109], [-80.41458037830152, 35.84500183607595], [-80.39526213395611, 35.83962312626957], [-80.38621336697601, 35.845551114306076], [-80.38628200732826, 35.85870788980927], [-80.40571458318871, 35.88450650866368], [-80.3614855376167, 35.89598861498408], [-80.3628434769024, 35.94226060465522], [-80.38001770746776, 35.968066786899385], [-80.33005882431007, 35.981372499015954], [-80.33407959483077, 35.992702094244265], [-80.21183724034951, 35.990260932494], [-80.20964743179859, 36.02156435218677], [-80.12091374316478, 36.02169008059048], [-80.03786425275788, 36.00632059915093], [-80.04236643821703, 35.91694966902804], [-80.06417821819659, 35.50583809608992]]]}"
44,Davie,526,515,497,1538,50110,39.8040131,2.86,11.91541905,5.988578484,77.41935484,4.676647631,NC,"{""type"": ""Polygon"",""coordinates"": [[[-80.45655149301076, 35.745935261932544], [-80.4884737637586, 35.77575465130765], [-80.52650777147083, 35.78194590747255], [-80.57211040114845, 35.81395085746734], [-80.60734434872522, 35.82239647001631], [-80.63472718690956, 35.84039775207123], [-80.70575964248485, 35.851795832239674], [-80.68936185086253, 36.045614273886045], [-80.4953240709132, 36.04340312207087], [-80.48391019051273, 36.03845925537151], [-80.46464535613197, 36.05033077265634], [-80.44972941905766, 36.0299753596374], [-80.41775368654112, 36.00876932429095], [-80.41136775079602, 35.98474820563761], [-80.38001770746776, 35.968066786899385], [-80.3628434769024, 35.94226060465522], [-80.3614855376167, 35.89598861498408], [-80.40571458318871, 35.88450650866368], [-80.38628200732826, 35.85870788980927], [-80.38621336697601, 35.845551114306076], [-80.39526213395611, 35.83962312626957], [-80.41458037830152, 35.84500183607595], [-80.42584941460774, 35.83044510821109], [-80.44628160121312, 35.830822811462596], [-80.45757348310072, 35.82261373615769], [-80.4792034827059, 35.83341689873727], [-80.47266508767274, 35.78625631437772], [-80.45042478467899, 35.765016191973324], [-80.45655149301076, 35.745935261932544]]]}"
93,Duplin,457,429,419,1305,35587,67.7294686,2.18,36.67698218,24.85327073,36.27147583,2.198271262,NC,"{""type"": ""Polygon"",""coordinates"": [[[-77.68953197390167, 34.720362249194416], [-77.92637957595866, 34.7111740775442], [-77.93901406313628, 34.7195741543425], [-77.98885851117085, 34.717262658102946], [-78.01707280418812, 34.72909998472175], [-78.11348219373681, 34.72115469558564], [-78.13553227229777, 34.711514999927715], [-78.15581179239894, 34.728647165613054], [-78.19516571523191, 34.74379585823653], [-78.14269630471516, 34.901492949110626], [-78.15495780280885, 35.06835733460704], [-78.16999604922026, 35.09765023952937], [-78.16290842776102, 35.18245402192766], [-78.0872447946684, 35.17034974909366], [-78.03621755680547, 35.18585614860943], [-78.00186873304648, 35.18664180867149], [-77.96363605684301, 35.16418859107566], [-77.94440157962936, 35.168396115158515], [-77.91368427083874, 35.16013720436767], [-77.89386218040579, 35.1443444321219], [-77.8873769363171, 35.155128479010926], [-77.83628069547365, 35.1719052171817], [-77.76383652801974, 35.128776178583045], [-77.75130093475339, 35.095840154587506], [-77.75469632691004, 35.01824578494516], [-77.74448777109508, 35.00260930548637], [-77.73162394743488, 35.00099939135286], [-77.68268684715102, 34.96688819272276], [-77.65496054818522, 34.91909793026388], [-77.68953197390167, 34.720362249194416]]]}"
33,Durham,484,481,461,1426,47007,60.3973592,3.21,24.11924119,50.69598423,19.33050012,5.854274452,NC,"{""type"": ""Polygon"",""coordinates"": [[[-79.01786753043253, 35.858010659242524], [-78.95081108668786, 36.233978630848654], [-78.80652860002122, 36.23171847241218], [-78.81008427387587, 36.11471873852571], [-78.8037823124787, 36.08108491411898], [-78.78814179230483, 36.062328432777186], [-78.74884961988687, 36.06373662198112], [-78.75312231345131, 36.01160911812465], [-78.72783033810258, 36.02721922932737], [-78.71589774385525, 36.026639645734186], [-78.70388133067213, 35.99747303906], [-78.70707049094777, 35.977091465001145], [-78.73392653385513, 35.934733581333504], [-78.76323161272671, 35.91462257977261], [-78.808024597072, 35.92007303817361], [-78.82768599137464, 35.86037820745274], [-78.90544618574722, 35.86066333688579], [-79.01786753043253, 35.858010659242524]]]}"
36,Edgecombe,432,419,405,1256,32901,72.6170632,4.04,8.963040551,57.80338171,31.1536735,2.079904235,NC,"{""type"": ""Polygon"",""coordinates"": [[[-77.67091619233096, 35.670424036323936], [-77.73284590111706, 35.739705411758266], [-77.75719193470574, 35.79826013917926], [-77.7547045637523, 35.82499319929698], [-77.76683572288277, 35.83702075034859], [-77.82984927578192, 35.85465189254176], [-77.70020578179476, 36.14432200144829], [-77.68532056451585, 36.146755910633026], [-77.64205351995614, 36.12685528527628], [-77.60595050781382, 36.097547564398674], [-77.54757683551064, 36.08864856289658], [-77.53638426196665, 36.08251848730225], [-77.53555249630948, 36.05572808011287], [-77.52482522664768, 36.03554092661402], [-77.4636664137724, 36.026538731465365], [-77.43790872010915, 36.014190772429856], [-77.4254342038053, 35.996219951150124], [-77.40500206900396, 35.99487351236119], [-77.34205746728131, 35.908162616055165], [-77.35778942158477, 35.81546990731567], [-77.39649455062786, 35.82857695094101], [-77.40538298410591, 35.81742281599426], [-77.41826944613135, 35.822244476964606], [-77.42668485692532, 35.80835524414785], [-77.45440317806904, 35.793973821152434], [-77.47292793994245, 35.79981783484101], [-77.50520874644724, 35.766912375228735], [-77.67091619233096, 35.670424036323936]]]}"
28,Forsyth,505,495,478,1478,43804,51.1608954,2.72,21.63011173,28.83074376,43.01192581,6.52721869,NC,"{""type"": ""Polygon"",""coordinates"": [[[-80.03786425275788, 36.00632059915093], [-80.12091374316478, 36.02169008059048], [-80.20964743179859, 36.02156435218677], [-80.21183724034951, 35.990260932494], [-80.33407959483077, 35.992702094244265], [-80.33005882431007, 35.981372499015954], [-80.38001770746776, 35.968066786899385], [-80.41136775079602, 35.98474820563761], [-80.41775368654112, 36.00876932429095], [-80.44972941905766, 36.0299753596374], [-80.46464535613197, 36.05033077265634], [-80.48391019051273, 36.03845925537151], [-80.4953240709132, 36.04340312207087], [-80.50802745746326, 36.0710218758508], [-80.50476960503133, 36.09507770321056], [-80.49176104088495, 36.10783424070509], [-80.4445869356711, 36.12344409288761], [-80.44058890712373, 36.21962513023049], [-80.45612286638848, 36.24269678444908], [-80.45278875841049, 36.257226988645755], [-80.02543532400874, 36.250368703669096], [-80.03786425275788, 36.00632059915093]]]}"
27,Franklin,496,485,473,1454,42269,54.1583811,4.31,14.56761463,30.49332559,50.89959373,4.039466048,NC,"{""type"": ""Polygon"",""coordinates"": [[[-78.25426609460025, 35.815680231715774], [-78.26656437356195, 35.84853171151896], [-78.3081294482101, 35.89360122582676], [-78.3292634241377, 35.88800105375179], [-78.35983469734113, 35.9188269956131], [-78.39419812983925, 35.93245270128125], [-78.4308655469912, 35.9728689695509], [-78.5477503795182, 36.01427593827069], [-78.54557574955084, 36.06823777135949], [-78.49224478605427, 36.17373592060673], [-78.41667388219223, 36.16232297267898], [-78.38057061102971, 36.224898367012585], [-78.34576446121059, 36.22532968744491], [-78.30847881465203, 36.26018805573578], [-78.13443299058098, 36.23673320703749], [-78.10933926929114, 36.21365859998865], [-78.058060833641, 36.211473246585115], [-78.00599653071264, 36.196096771600246], [-78.13062518646639, 36.02162138843419], [-78.25426609460025, 35.815680231715774]]]}"
81,Gaston,492,477,455,1424,40969,54.6889628,1.61,9.519381833,20.2988233,64.6702363,5.511558562,NC,"{""type"": ""Polygon"",""coordinates"": [[[-81.32262572218731, 35.16389180573374], [-81.3112272793906, 35.18808501740608], [-81.31923203956397, 35.26063294835099], [-81.35215418007695, 35.275238372012915], [-81.36460595440748, 35.31050485252645], [-81.35306992008204, 35.32743467163375], [-81.40722555208235, 35.35993859813638], [-81.4448858454541, 35.41350040043266], [-80.95656869218958, 35.39759049925374], [-80.98272242773432, 35.369232346418954], [-80.93755552183238, 35.365063519953566], [-80.92607294927562, 35.34881342164768], [-80.9794413670927, 35.333405553414906], [-81.01384976549704, 35.25004068001594], [-81.0013152083115, 35.19612925225751], [-81.00707592110466, 35.16339231118552], [-81.02376169138219, 35.14917489977895], [-81.04909899526545, 35.15167278695239], [-81.32262572218731, 35.16389180573374]]]}"
10,Gates,478,472,444,1394,41437,45.6344587,1.69,1.503759398,36.09022556,58.41526894,3.990746096,NC,"{""type"": ""Polygon"",""coordinates"": [[[-76.56217640484067, 36.34072370332508], [-76.60390999802908, 36.31513887974141], [-76.64788727596945, 36.315470736418035], [-76.68840787757452, 36.29467322772656], [-76.7763179855894, 36.35848471824511], [-76.92376088128981, 36.39259881790143], [-76.94319366436642, 36.40188365588923], [-76.95335663262667, 36.41938518437573], [-76.94545309754633, 36.45911473829864], [-76.9081070474778, 36.50443674549464], [-76.92381636341604, 36.55429797803798], [-76.92131386568309, 36.55430942673069], [-76.56325569019823, 36.55540420149605], [-76.49801445999535, 36.50405505333208], [-76.50213350277883, 36.452439166169064], [-76.46001593805013, 36.37405224652741], [-76.56217640484067, 36.34072370332508]]]}"
78,Graham,472,471,446,1389,33041,54.6069315,3.1,2.682313495,0.167644593,81.47527242,15.67476949,NC,"{""type"": ""Polygon"",""coordinates"": [[[-83.69552606674523, 35.25089922836149], [-83.75345950832128, 35.237256945400716], [-83.79177667691306, 35.24874972335324], [-83.83676206146082, 35.24683758445369], [-83.92155947196225, 35.21905336857179], [-83.96080724831842, 35.215466664097534], [-83.99211274017277, 35.232586345009366], [-84.00380154461052, 35.26217282342317], [-84.03077171181674, 35.292605779841324], [-84.02911527765582, 35.3253739587491], [-84.00621732238146, 35.372943691412104], [-84.01255673809914, 35.40770679207445], [-83.95460785891933, 35.4555442998173], [-83.92997928609958, 35.44910184586517], [-83.87979085924317, 35.46211486515894], [-83.85488767321038, 35.45021361235547], [-83.74485205995313, 35.44149183247228], [-83.65350112763903, 35.42118817168874], [-83.63221417438298, 35.436832732577685], [-83.58660346327522, 35.42778142719966], [-83.5802705748665, 35.40117777357244], [-83.59877249115853, 35.3624581393983], [-83.63410595429504, 35.334125681367084], [-83.68927715268443, 35.30833343440952], [-83.68997914922281, 35.28787135687339], [-83.679083723649, 35.27231144378488], [-83.69552606674523, 35.25089922836149]]]}"
16,Granville,481,461,446,1388,48596,49.6638755,3.46,12.25138284,32.50559021,50.47663881,4.766388137,NC,"{""type"": ""Polygon"",""coordinates"": [[[-78.74884961988687, 36.06373662198112], [-78.78814179230483, 36.062328432777186], [-78.8037823124787, 36.08108491411898], [-78.81008427387587, 36.11471873852571], [-78.80652860002122, 36.23171847241218], [-78.79642841825677, 36.54367390202272], [-78.73711600495501, 36.546214682940814], [-78.45852952569756, 36.54162349814192], [-78.46347344420097, 36.52399976392638], [-78.50222374636645, 36.50453336002818], [-78.51681155665497, 36.46162619813042], [-78.51443919066908, 36.17537215119226], [-78.49224478605427, 36.17373592060673], [-78.54557574955084, 36.06823777135949], [-78.5477503795182, 36.01427593827069], [-78.69529786757423, 36.06679311211178], [-78.74884961988687, 36.06373662198112]]]}"
64,Greene,431,439,429,1299,35013,71.6237687,1.81,27.93331236,38.94306386,31.7080843,1.415539478,NC,"{""type"": ""Polygon"",""coordinates"": [[[-77.80488501278664, 35.36475165963617], [-77.80380940551586, 35.40195980735174], [-77.83028458512528, 35.423787283955235], [-77.82599692019343, 35.57441654251316], [-77.69802431369419, 35.65415824139409], [-77.63382817818285, 35.587985937190446], [-77.56433668556457, 35.532101863414404], [-77.54926797837798, 35.525887917080226], [-77.52312102916241, 35.53033974901305], [-77.52074042633424, 35.51666809316192], [-77.50362691010311, 35.50405323971525], [-77.5042523402712, 35.48499515525586], [-77.47357279662533, 35.42169061906722], [-77.49436336357552, 35.40760686208239], [-77.53466359079684, 35.41798637122747], [-77.53686842251919, 35.40214402251597], [-77.55841455138453, 35.38125098717578], [-77.62149700365612, 35.36664810191178], [-77.66574915382971, 35.33983464192485], [-77.68416740659805, 35.346102050027724], [-77.698114711743, 35.36998174365341], [-77.76039611815283, 35.36210043250601], [-77.80488501278664, 35.36475165963617]]]}"
29,Guilford,488,481,464,1433,44229,52.2278639,2.07,11.80497095,40.71431529,37.27522391,10.20548985,NC,"{""type"": ""Polygon"",""coordinates"": [[[-79.53756368548336, 35.891105307206814], [-80.04236643821703, 35.91694966902804], [-80.03786425275788, 36.00632059915093], [-80.02543532400874, 36.250368703669096], [-79.53032598772188, 36.236291059560926], [-79.53756368548336, 35.891105307206814]]]}"
19,Halifax,391,377,379,1147,31084,87.2284204,3.11,2.949766355,85.57242991,4.351635514,7.126168224,NC,"{""type"": ""Polygon"",""coordinates"": [[[-77.33189569051396, 36.068138411211855], [-77.40500206900396, 35.99487351236119], [-77.4254342038053, 35.996219951150124], [-77.43790872010915, 36.014190772429856], [-77.4636664137724, 36.026538731465365], [-77.52482522664768, 36.03554092661402], [-77.53555249630948, 36.05572808011287], [-77.53638426196665, 36.08251848730225], [-77.54757683551064, 36.08864856289658], [-77.60595050781382, 36.097547564398674], [-77.64205351995614, 36.12685528527628], [-77.68532056451585, 36.146755910633026], [-77.70020578179476, 36.14432200144829], [-77.71988235468096, 36.1342663193537], [-77.74686795949093, 36.14657594340003], [-77.80106948987019, 36.1444089804305], [-77.81100338066805, 36.13597087946725], [-77.88654532607205, 36.14459174508162], [-77.91754496687759, 36.15693203711929], [-77.92210760765076, 36.177882108706896], [-77.93893884367102, 36.187700994537224], [-77.95557167022025, 36.183901530872994], [-77.97310479917081, 36.18919238102849], [-77.98482401257971, 36.17759578778094], [-78.00599653071264, 36.196096771600246], [-77.95179572558993, 36.281381295484486], [-77.9298463022776, 36.3531351223089], [-77.91663440727645, 36.50078533777511], [-77.9009175797525, 36.51003598509688], [-77.74910957208128, 36.47372140525752], [-77.69857892774037, 36.47910819649405], [-77.65069546981455, 36.47273816458906], [-77.63567209116246, 36.440687523431485], [-77.56011579603954, 36.40650897955011], [-77.55938282068558, 36.37609855788911], [-77.57977568802504, 36.32842278235738], [-77.57164996541958, 36.31464814007586], [-77.5571307954833, 36.30436783566629], [-77.53777468238506, 36.302613336458734], [-77.45381152413466, 36.31990956553696], [-77.41854696037059, 36.281950103837474], [-77.41316011733002, 36.2559723466147], [-77.37831558071768, 36.24024080674354], [-77.38872207976732, 36.20325754036317], [-77.33468145273454, 36.18300568361906], [-77.3091678597051, 36.16292156835463], [-77.29319910913738, 36.163016991395274], [-77.27009663151532, 36.155681487607346], [-77.25560015174831, 36.130844299920795], [-77.25718701308426, 36.118629736286834], [-77.24072208342683, 36.101459960868866], [-77.30956400519464, 36.08760098161114], [-77.33189569051396, 36.068138411211855]]]}"
68,Harnett,466,467,446,1379,40617,49.7283828,3.85,17.15559038,25.07468534,51.08477399,6.684950291,NC,"{""type"": ""Polygon"",""coordinates"": [[[-78.61247683298124, 35.2439957184584], [-78.71580724219837, 35.260142312293496], [-78.81213156951432, 35.25888264527062], [-78.87432029849758, 35.24269652495343], [-78.88576463967324, 35.230096591070115], [-78.9123307871759, 35.222627277448325], [-79.09564435390176, 35.190125060479005], [-79.14658538984307, 35.21320308659445], [-79.16884739872934, 35.2360599094615], [-79.21640055409974, 35.26543559723885], [-79.18218958088967, 35.30469601378064], [-78.97422785941717, 35.51731010062262], [-78.92081116023533, 35.57901238967561], [-78.70295170718448, 35.52009907469365], [-78.70870470117578, 35.51426277980694], [-78.68847874645138, 35.50768646421693], [-78.62291073636773, 35.44657608811852], [-78.60055651629126, 35.40319222544988], [-78.5391990867288, 35.33662703941116], [-78.53847450362923, 35.31528035609765], [-78.5801487811925, 35.286738972375396], [-78.61247683298124, 35.2439957184584]]]}"
60,Haywood,510,493,469,1472,40114,48.0359297,1.48,6.542800265,0.98208361,89.10418049,3.370935634,NC,"{""type"": ""Polygon"",""coordinates"": [[[-82.74373946412274, 35.41814354468312], [-82.83308842933292, 35.31567909178918], [-82.91896781900198, 35.2908722094657], [-82.95347707987109, 35.30863192928474], [-82.98521689679207, 35.35642540359406], [-83.03845741043578, 35.39003239350836], [-83.04590413749638, 35.40709565982125], [-83.08757805243137, 35.446429016450566], [-83.12809969011722, 35.45671693605393], [-83.14223773773539, 35.4844956089036], [-83.18126415543105, 35.512510197348846], [-83.15688797189142, 35.55176315410896], [-83.18024314961784, 35.5829208490388], [-83.1779702991917, 35.62339042366503], [-83.19500004829108, 35.63791632812644], [-83.18416637313227, 35.66317701383536], [-83.21512798977287, 35.68549605896905], [-83.25899881041218, 35.691106747264016], [-83.25317743508884, 35.70080368638551], [-83.24372454479712, 35.71831298547794], [-83.18522053353072, 35.72898337430444], [-83.14353299413337, 35.762781883752524], [-83.11805763248502, 35.76390758552943], [-83.05982875247206, 35.782676810664924], [-82.98687384899337, 35.77409106818929], [-82.9626197675747, 35.79195196129736], [-82.9429118014406, 35.76656544357664], [-82.95205132909778, 35.73909956351708], [-82.90740251539424, 35.727950142737924], [-82.88097199086681, 35.67366443079459], [-82.8653836891647, 35.63590731567314], [-82.84472206246866, 35.61325252855987], [-82.82296265637298, 35.62149258268036], [-82.81319666246692, 35.61763996807167], [-82.77188874307052, 35.571399578864586], [-82.7704838693251, 35.53284121066521], [-82.79457658116095, 35.46507738276206], [-82.78073599233723, 35.44179701006859], [-82.74373946412274, 35.41814354468312]]]}"
77,Henderson,513,510,491,1514,46165,47.46921,1.52,19.70684039,3.679301155,71.1578324,5.456026059,NC,"{""type"": ""Polygon"",""coordinates"": [[[-82.5698758866624, 35.149607359900145], [-82.58907130363033, 35.18506463469092], [-82.59608163346273, 35.242582193438395], [-82.61045570028455, 35.26769373531779], [-82.607945846378, 35.29317935416594], [-82.74373946412274, 35.41814354468312], [-82.7140071055339, 35.43926197939888], [-82.66883217000586, 35.45527688736574], [-82.61852956704654, 35.43778805086889], [-82.56377917286947, 35.438537085475076], [-82.55097652977985, 35.42700954701209], [-82.52674477590216, 35.42843680010254], [-82.51935933302022, 35.444031266485354], [-82.4747641364975, 35.44452034842165], [-82.40890529853647, 35.46903837142125], [-82.37352681768968, 35.4574956543747], [-82.36467640837657, 35.46357646432753], [-82.37080290949218, 35.47888870230351], [-82.32271332329346, 35.49527784265124], [-82.25793807042527, 35.46384916079111], [-82.27451738340177, 35.45172546144232], [-82.27856120672, 35.435760544373515], [-82.25811425596339, 35.39347373584798], [-82.31539786766879, 35.30973172904193], [-82.34114779072613, 35.285611353849035], [-82.34492461602512, 35.243305947673335], [-82.35787194779688, 35.243046823868085], [-82.3507000411655, 35.1927881507342], [-82.35996234439614, 35.18306463614047], [-82.37121599490263, 35.182839754805286], [-82.38945070595925, 35.20835655968518], [-82.43776139179829, 35.16967619297293], [-82.46658598820413, 35.173617237076925], [-82.5244796442779, 35.15467747304361], [-82.5698758866624, 35.149607359900145]]]}"
8,Hertford,409,411,402,1222,31581,78.4177425,2.43,2.308707124,79.41952507,16.06200528,2.209762533,NC,"{""type"": ""Polygon"",""coordinates"": [[[-76.74473627459679, 36.23407363945698], [-76.98036969357753, 36.23039239261074], [-76.99443117482541, 36.235736704534936], [-77.12975788276273, 36.2336192662271], [-77.21735379927844, 36.24113779368635], [-77.14164727244116, 36.417218117798114], [-77.1390080120441, 36.456631045432005], [-77.1270144962464, 36.47086348001001], [-77.08296132538828, 36.470249394926554], [-77.07499624710911, 36.48366933495008], [-77.09181966071941, 36.50767107889267], [-77.15410749083013, 36.52640476645712], [-77.17704201975633, 36.55643753667065], [-76.92381636341604, 36.55429797803798], [-76.9081070474778, 36.50443674549464], [-76.94545309754633, 36.45911473829864], [-76.95335663262667, 36.41938518437573], [-76.94319366436642, 36.40188365588923], [-76.92376088128981, 36.39259881790143], [-76.7410223912057, 36.31532190341274], [-76.70716850323947, 36.266288344007435], [-76.74473627459679, 36.23407363945698]]]}"
91,Hoke,448,435,421,1304,42908,60.4921309,2.32,17.26344284,37.09856035,27.34096222,18.29703458,NC,"{""type"": ""Polygon"",""coordinates"": [[[-79.34006415240287, 34.835771599070256], [-79.3604407014699, 34.94487209761168], [-79.39817605889478, 34.99637686511011], [-79.45512227089135, 35.03751574792582], [-79.34980610923463, 35.14095629253079], [-79.23504057996088, 35.203368452336136], [-79.14702862520447, 35.173710587955995], [-79.12175245008775, 35.170346174614934], [-79.09692629666161, 35.17696844038793], [-79.10659360387254, 35.11938685184771], [-79.09406728352927, 35.03802109633051], [-79.03336020187785, 34.95398691474206], [-79.18161155141766, 34.832046059770306], [-79.34006415240287, 34.835771599070256]]]}"
